ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin,outlier_column
Standard Class,Consumer,United States,Houston,Texas,77041.0,Central,Technology,Phones,619.152,6.0,0.2,69.6546,0.11249999999999999,sales
Standard Class,Consumer,United States,Decatur,Illinois,62521.0,Central,Furniture,Chairs,600.558,3.0,0.3,-8.5794,-0.014285714285714285,sales
First Class,Consumer,United States,Mansfield,Texas,76063.0,Central,Furniture,Tables,517.405,5.0,0.3,-81.3065,-0.15714285714285714,sales
Second Class,Corporate,United States,Richmond,Virginia,23223.0,South,Office Supplies,Appliances,2104.55,7.0,0.0,694.5015,0.32999999999999996,sales
Standard Class,Corporate,United States,Nashville,Tennessee,37211.0,South,Technology,Phones,2239.936,8.0,0.2,223.9936,0.09999999999999999,sales
Standard Class,Consumer,United States,San Diego,California,92037.0,West,Furniture,Tables,626.352,3.0,0.2,-23.4882,-0.0375,sales
Second Class,Corporate,United States,Seattle,Washington,98105.0,West,Technology,Accessories,1287.45,5.0,0.0,244.6155,0.19,sales
Standard Class,Corporate,United States,Woodbury,Minnesota,55125.0,Central,Office Supplies,Storage,535.41,3.0,0.0,160.623,0.3,sales
First Class,Consumer,United States,New York City,New York,10009.0,East,Office Supplies,Binders,3050.376,3.0,0.2,1143.891,0.375,sales
Standard Class,Home Office,United States,Atlanta,Georgia,30318.0,South,Office Supplies,Binders,1270.99,1.0,0.0,635.495,0.5,sales
First Class,Corporate,United States,Raleigh,North Carolina,27604.0,South,Office Supplies,Appliances,942.784,4.0,0.2,94.2784,0.1,sales
First Class,Corporate,United States,Huntsville,Texas,77340.0,Central,Furniture,Chairs,528.43,5.0,0.3,0.0,0.0,sales
First Class,Corporate,United States,Houston,Texas,77070.0,Central,Furniture,Bookcases,1227.9984,6.0,0.32,-36.1176,-0.029411764705882356,sales
Standard Class,Corporate,United States,Twin Falls,Idaho,83301.0,West,Furniture,Tables,1128.39,3.0,0.0,259.5297,0.22999999999999998,sales
Standard Class,Consumer,United States,Monroe,North Carolina,28110.0,South,Furniture,Chairs,698.352,3.0,0.2,52.3764,0.075,sales
Standard Class,Consumer,United States,Houston,Texas,77041.0,Central,Technology,Phones,537.544,7.0,0.2,47.0351,0.08750000000000001,sales
First Class,Corporate,United States,Los Angeles,California,90008.0,West,Technology,Phones,583.8,5.0,0.2,72.975,0.125,sales
Standard Class,Home Office,United States,Burlington,Vermont,5408.0,East,Technology,Phones,1294.75,5.0,0.0,336.635,0.26,sales
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Technology,Copiers,1799.97,5.0,0.4,239.996,0.13333333333333333,sales
Standard Class,Consumer,United States,Orlando,Florida,32839.0,South,Technology,Copiers,959.984,2.0,0.2,311.9948,0.325,sales
Standard Class,Consumer,United States,Rochester,New York,14609.0,East,Office Supplies,Binders,1217.568,2.0,0.2,456.588,0.375,sales
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,Technology,Accessories,617.976,3.0,0.2,-7.7247,-0.0125,sales
Standard Class,Corporate,United States,Sacramento,California,95823.0,West,Office Supplies,Binders,5083.96,5.0,0.2,1906.485,0.375,sales
Standard Class,Consumer,United States,San Diego,California,92037.0,West,Technology,Machines,686.4,2.0,0.2,77.22,0.1125,sales
Standard Class,Corporate,United States,Seattle,Washington,98105.0,West,Office Supplies,Storage,541.24,4.0,0.0,5.4124,0.01,sales
Standard Class,Home Office,United States,Stockton,California,95207.0,West,Furniture,Furnishings,629.64,9.0,0.0,107.0388,0.16999999999999998,sales
Second Class,Home Office,United States,Columbia,Missouri,65203.0,Central,Office Supplies,Appliances,1927.59,7.0,0.0,751.7601,0.39,sales
Standard Class,Home Office,United States,San Diego,California,92037.0,West,Furniture,Chairs,2676.672,9.0,0.2,267.6672,0.09999999999999999,sales
Standard Class,Corporate,United States,Austin,Texas,78745.0,Central,Office Supplies,Storage,856.656,6.0,0.2,107.082,0.125,sales
Standard Class,Consumer,United States,Rockford,Illinois,61107.0,Central,Technology,Phones,1439.968,4.0,0.2,143.9968,0.1,sales
Standard Class,Consumer,United States,Rockford,Illinois,61107.0,Central,Furniture,Tables,626.1,3.0,0.5,-538.446,-0.86,sales
Standard Class,Consumer,United States,Huntsville,Texas,77340.0,Central,Furniture,Tables,609.98,4.0,0.3,-113.282,-0.1857142857142857,sales
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Accessories,1119.888,14.0,0.2,209.979,0.18750000000000003,sales
Standard Class,Consumer,United States,Jackson,Tennessee,38301.0,South,Furniture,Tables,934.956,6.0,0.4,-249.3216,-0.26666666666666666,sales
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Furniture,Chairs,853.93,5.0,0.3,-24.398,-0.028571428571428574,sales
First Class,Consumer,United States,Virginia Beach,Virginia,23464.0,South,Furniture,Furnishings,756.8,5.0,0.0,75.68,0.10000000000000002,sales
Standard Class,Corporate,United States,Springfield,Missouri,65807.0,Central,Technology,Copiers,4899.93,7.0,0.0,2302.9671,0.4699999999999999,sales
Standard Class,Corporate,United States,Columbia,Tennessee,38401.0,South,Furniture,Tables,1875.258,7.0,0.4,-968.8833,-0.5166666666666666,sales
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701.0,South,Office Supplies,Binders,1793.98,2.0,0.0,843.1706,0.47000000000000003,sales
Standard Class,Consumer,United States,Detroit,Michigan,48205.0,Central,Office Supplies,Binders,9892.74,13.0,0.0,4946.37,0.5,sales
First Class,Home Office,United States,New York City,New York,10011.0,East,Furniture,Chairs,2621.322,11.0,0.1,553.3902,0.2111111111111111,sales
Standard Class,Corporate,United States,Seattle,Washington,98103.0,West,Furniture,Tables,1115.17,7.0,0.0,334.551,0.3,sales
Standard Class,Corporate,United States,Henderson,Kentucky,42420.0,South,Office Supplies,Storage,828.84,6.0,0.0,0.0,0.0,sales
Standard Class,Home Office,United States,Dallas,Texas,75081.0,Central,Technology,Accessories,791.88,3.0,0.2,128.6805,0.1625,sales
Second Class,Corporate,United States,Los Angeles,California,90049.0,West,Technology,Phones,623.96,5.0,0.2,38.9975,0.0625,sales
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,Furniture,Chairs,887.271,3.0,0.3,-63.3765,-0.07142857142857144,sales
Standard Class,Home Office,United States,San Diego,California,92037.0,West,Technology,Phones,555.96,5.0,0.2,41.697,0.075,sales
Standard Class,Consumer,United States,Las Vegas,Nevada,89115.0,West,Technology,Phones,1123.128,9.0,0.2,70.1955,0.0625,sales
Standard Class,Corporate,United States,Burlington,Vermont,5408.0,East,Office Supplies,Storage,1564.29,13.0,0.0,406.7154,0.26,sales
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703.0,Central,Furniture,Chairs,680.01,3.0,0.0,176.8026,0.26,sales
Second Class,Consumer,United States,San Diego,California,92037.0,West,Technology,Machines,4476.8,4.0,0.2,503.64,0.11249999999999999,sales
Same Day,Home Office,United States,Oxnard,California,93030.0,West,Office Supplies,Storage,1112.94,3.0,0.0,222.588,0.19999999999999998,sales
Standard Class,Consumer,United States,Westminster,California,92683.0,West,Technology,Phones,707.88,3.0,0.2,44.2425,0.0625,sales
Standard Class,Consumer,United States,Westminster,California,92683.0,West,Office Supplies,Appliances,1473.1,5.0,0.0,412.468,0.28,sales
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103.0,East,Office Supplies,Storage,663.072,6.0,0.2,-165.768,-0.25,sales
Standard Class,Consumer,United States,San Jose,California,95123.0,West,Technology,Phones,1432.0,5.0,0.2,125.3,0.0875,sales
First Class,Consumer,United States,Lafayette,Louisiana,70506.0,South,Furniture,Tables,1504.52,4.0,0.0,346.0396,0.23,sales
Standard Class,Consumer,United States,Phoenix,Arizona,85023.0,West,Office Supplies,Binders,946.764,6.0,0.7,-694.2936,-0.7333333333333333,sales
Standard Class,Consumer,United States,Los Angeles,California,90036.0,West,Technology,Phones,1091.168,4.0,0.2,68.198,0.0625,sales
Standard Class,Consumer,United States,Los Angeles,California,90036.0,West,Furniture,Tables,568.728,3.0,0.2,28.4364,0.05,sales
Standard Class,Consumer,United States,New York City,New York,10009.0,East,Technology,Phones,881.93,7.0,0.0,220.4825,0.25,sales
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Binders,4305.552,6.0,0.2,1453.1238,0.3375,sales
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Technology,Phones,631.96,4.0,0.0,303.3408,0.48,sales
Standard Class,Consumer,United States,Henderson,Kentucky,42420.0,South,Office Supplies,Binders,1577.94,3.0,0.0,757.4112,0.48,sales
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Furniture,Chairs,1079.316,6.0,0.3,-15.4188,-0.014285714285714285,sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Supplies,769.184,4.0,0.2,-163.4516,-0.21250000000000002,sales
Standard Class,Consumer,United States,Los Angeles,California,90036.0,West,Furniture,Chairs,594.816,2.0,0.2,59.4816,0.09999999999999999,sales
Standard Class,Corporate,United States,Springfield,Oregon,97477.0,West,Technology,Phones,859.2,3.0,0.2,75.18,0.08750000000000001,sales
First Class,Home Office,United States,Troy,Ohio,45373.0,East,Furniture,Chairs,899.43,5.0,0.3,-12.849,-0.014285714285714287,sales
Standard Class,Consumer,United States,Moreno Valley,California,92553.0,West,Furniture,Furnishings,842.72,8.0,0.0,202.2528,0.24,sales
First Class,Consumer,United States,Chicago,Illinois,60623.0,Central,Furniture,Chairs,520.464,2.0,0.3,-14.8704,-0.028571428571428567,sales
Standard Class,Consumer,United States,Long Beach,New York,11561.0,East,Office Supplies,Storage,1676.88,6.0,0.0,83.844,0.049999999999999996,sales
Standard Class,Consumer,United States,Burlington,Vermont,5408.0,East,Office Supplies,Appliances,542.94,3.0,0.0,152.0232,0.27999999999999997,sales
Same Day,Corporate,United States,Denver,Colorado,80219.0,West,Furniture,Chairs,582.336,8.0,0.2,-29.1168,-0.05,sales
First Class,Consumer,United States,New York City,New York,10011.0,East,Technology,Phones,629.95,5.0,0.0,157.4875,0.25,sales
First Class,Consumer,United States,New York City,New York,10011.0,East,Furniture,Chairs,631.782,2.0,0.1,140.396,0.22222222222222218,sales
First Class,Consumer,United States,New York City,New York,10011.0,East,Furniture,Bookcases,801.568,2.0,0.2,-10.0196,-0.0125,sales
First Class,Consumer,United States,New York City,New York,10011.0,East,Technology,Phones,1349.91,9.0,0.0,661.4559,0.49,sales
Second Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Storage,1591.02,6.0,0.0,286.3836,0.18,sales
First Class,Home Office,United States,Chicago,Illinois,60653.0,Central,Technology,Machines,574.91,2.0,0.3,156.047,0.27142857142857146,sales
Second Class,Consumer,United States,New York City,New York,10035.0,East,Technology,Accessories,1071.0,9.0,0.0,171.36,0.16,sales
First Class,Consumer,United States,Los Angeles,California,90036.0,West,Furniture,Chairs,2803.92,5.0,0.2,0.0,0.0,sales
Standard Class,Corporate,United States,San Francisco,California,94122.0,West,Technology,Phones,604.752,6.0,0.2,60.4752,0.1,sales
Second Class,Consumer,United States,New York City,New York,10035.0,East,Furniture,Chairs,3785.292,6.0,0.1,420.588,0.11111111111111112,sales
Standard Class,Corporate,United States,Huntsville,Texas,77340.0,Central,Furniture,Chairs,1212.96,8.0,0.3,-69.312,-0.05714285714285714,sales
Standard Class,Corporate,United States,Dallas,Texas,75081.0,Central,Technology,Phones,1099.96,5.0,0.2,82.497,0.075,sales
Second Class,Corporate,United States,Louisville,Kentucky,40214.0,South,Furniture,Chairs,701.96,2.0,0.0,168.4704,0.24,sales
Second Class,Corporate,United States,Houston,Texas,77036.0,Central,Furniture,Bookcases,781.864,10.0,0.32,-137.976,-0.1764705882352941,sales
Same Day,Consumer,United States,Wheeling,West Virginia,26003.0,East,Furniture,Tables,673.344,3.0,0.3,-76.9536,-0.11428571428571427,sales
First Class,Consumer,United States,Portland,Oregon,97206.0,West,Technology,Phones,572.8,2.0,0.2,50.12,0.08750000000000001,sales
Standard Class,Consumer,United States,San Francisco,California,94110.0,West,Office Supplies,Binders,2022.272,8.0,0.2,682.5168,0.3375,sales
Standard Class,Corporate,United States,Broken Arrow,Oklahoma,74012.0,Central,Furniture,Tables,1592.85,7.0,0.0,350.427,0.22000000000000003,sales
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Technology,Phones,1091.93,7.0,0.0,272.9825,0.25,sales
Second Class,Consumer,United States,Dearborn Heights,Michigan,48127.0,Central,Office Supplies,Storage,689.82,6.0,0.0,20.6946,0.03,sales
Standard Class,Consumer,United States,Appleton,Wisconsin,54915.0,Central,Technology,Accessories,1649.75,5.0,0.0,544.4175,0.33,sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Storage,577.584,6.0,0.2,43.3188,0.07500000000000001,sales
Same Day,Consumer,United States,Tampa,Florida,33614.0,South,Furniture,Chairs,1125.488,7.0,0.2,98.4802,0.0875,sales
First Class,Home Office,United States,New York City,New York,10035.0,East,Technology,Phones,1079.85,3.0,0.0,323.955,0.3,sales
First Class,Home Office,United States,New York City,New York,10035.0,East,Furniture,Chairs,589.41,5.0,0.1,-6.549,-0.011111111111111112,sales
First Class,Corporate,United States,Seattle,Washington,98115.0,West,Office Supplies,Binders,2033.584,2.0,0.2,762.594,0.375,sales
Standard Class,Corporate,United States,Bowling Green,Ohio,43402.0,East,Technology,Copiers,899.982,3.0,0.4,74.9985,0.08333333333333334,sales
First Class,Consumer,United States,Everett,Massachusetts,2149.0,East,Furniture,Chairs,1628.82,9.0,0.0,260.6112,0.16,sales
Standard Class,Corporate,United States,Seattle,Washington,98105.0,West,Furniture,Tables,730.2,4.0,0.0,94.926,0.13,sales
Second Class,Consumer,United States,Concord,North Carolina,28027.0,South,Furniture,Tables,4297.644,13.0,0.4,-1862.3124,-0.4333333333333333,sales
Standard Class,Consumer,United States,Los Angeles,California,90045.0,West,Furniture,Bookcases,3406.664,8.0,0.15,160.3136,0.047058823529411764,sales
Standard Class,Consumer,United States,Los Angeles,California,90045.0,West,Furniture,Furnishings,595.38,6.0,0.0,297.69,0.5,sales
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Furniture,Chairs,579.528,4.0,0.1,83.7096,0.14444444444444443,sales
Standard Class,Home Office,United States,Santa Barbara,California,93101.0,West,Technology,Phones,3023.928,9.0,0.2,226.7946,0.075,sales
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,Technology,Phones,1499.97,5.0,0.4,-374.9925,-0.25,sales
Standard Class,Corporate,United States,San Francisco,California,94122.0,West,Technology,Phones,668.16,9.0,0.2,75.168,0.11250000000000002,sales
Standard Class,Consumer,United States,Richmond,Virginia,23223.0,South,Technology,Phones,503.96,4.0,0.0,125.99,0.25,sales
Standard Class,Consumer,United States,Houston,Texas,77041.0,Central,Furniture,Bookcases,613.9992,3.0,0.32,-18.0588,-0.029411764705882356,sales
Standard Class,Home Office,United States,Wilmington,Delaware,19805.0,East,Office Supplies,Binders,849.95,5.0,0.0,390.977,0.45999999999999996,sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Storage,1080.096,6.0,0.2,-94.5084,-0.0875,sales
First Class,Consumer,United States,Lowell,Massachusetts,1852.0,East,Technology,Phones,979.95,5.0,0.0,284.1855,0.29,sales
Standard Class,Consumer,United States,Seattle,Washington,98115.0,West,Office Supplies,Storage,807.75,5.0,0.0,153.4725,0.19,sales
Standard Class,Corporate,United States,Hampton,Virginia,23666.0,South,Furniture,Chairs,500.24,13.0,0.0,145.0696,0.29000000000000004,sales
Standard Class,Corporate,United States,Hampton,Virginia,23666.0,South,Office Supplies,Binders,896.99,1.0,0.0,421.5853,0.47000000000000003,sales
Standard Class,Corporate,United States,Burlington,Vermont,5408.0,East,Furniture,Bookcases,4404.9,5.0,0.0,1013.127,0.23,sales
Standard Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Furniture,Chairs,797.944,4.0,0.3,-56.996,-0.07142857142857144,sales
Standard Class,Corporate,United States,San Francisco,California,94109.0,West,Furniture,Chairs,1403.92,5.0,0.2,70.196,0.049999999999999996,sales
Standard Class,Consumer,United States,San Antonio,Texas,78207.0,Central,Office Supplies,Binders,2177.584,8.0,0.8,-3701.8928,-1.7000000000000002,sales
Standard Class,Consumer,United States,Long Beach,New York,11561.0,East,Office Supplies,Binders,673.568,2.0,0.2,252.588,0.375,sales
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Furniture,Bookcases,1023.332,5.0,0.32,-30.098,-0.029411764705882353,sales
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Furniture,Chairs,600.558,3.0,0.3,-8.5794,-0.014285714285714285,sales
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710.0,South,Office Supplies,Storage,516.96,4.0,0.2,-6.462,-0.012499999999999999,sales
Standard Class,Corporate,United States,Springfield,Ohio,45503.0,East,Technology,Accessories,895.944,7.0,0.2,190.3881,0.21250000000000002,sales
Second Class,Home Office,United States,Los Angeles,California,90008.0,West,Furniture,Furnishings,511.5,5.0,0.0,132.99,0.26,sales
